species,specieskey,genus
Syncarpella congesta,8589880,Syncarpella
Syncarpella tumefaciens,3543881,Syncarpella
Syncephalastrum racemosum,2558362,Syncephalastrum
Syncephalis asymmetrica,2559113,Syncephalis
Syncephalis cornu,2559095,Syncephalis
Syncephalis depressa,2559079,Syncephalis
Syncephalis nodosa,2559114,Syncephalis
Syncephalis sphaerica,2559107,Syncephalis
Syncephalis tenuis,2559080,Syncephalis
Syncesia farinacea,2592819,Syncesia
Syncesia graphica,2592802,Syncesia
Syncesia myrticola,3546016,Syncesia
Syncesia psaroleuca,2592805,Syncesia
Synchytrium akshaiberi,5469064,Synchytrium
Synchytrium alpinum,5468959,Synchytrium
Synchytrium anemones,5265720,Synchytrium
Synchytrium asari,5468934,Synchytrium
Synchytrium athyrii,5469042,Synchytrium
Synchytrium aureum,5265721,Synchytrium
Synchytrium australe,5265729,Synchytrium
Synchytrium cellulare,7238774,Synchytrium
Synchytrium chiltonii,5469112,Synchytrium
Synchytrium collapsum,5468993,Synchytrium
Synchytrium cupulatum,5469129,Synchytrium
Synchytrium edgertonii,5469090,Synchytrium
Synchytrium endobioticum,5265718,Synchytrium
Synchytrium erieum,5265741,Synchytrium
Synchytrium fulgens,5265712,Synchytrium
Synchytrium geranii,10790656,Synchytrium
Synchytrium holwayi,5468908,Synchytrium
Synchytrium innominatum,5469016,Synchytrium
Synchytrium laetum,5469137,Synchytrium
Synchytrium lepidii,5469054,Synchytrium
Synchytrium macrosporum,5468975,Synchytrium
Synchytrium mercurialis,5265737,Synchytrium
Synchytrium myosotidis,7238776,Synchytrium
Synchytrium papillatum,7238788,Synchytrium
Synchytrium phegopteridis,5469020,Synchytrium
Synchytrium psophocarpi,5265736,Synchytrium
Synchytrium ranunculi,5468985,Synchytrium
Synchytrium sambuci,5468974,Synchytrium
Synchytrium sanguineum,5469100,Synchytrium
Synchytrium stellariae,5265733,Synchytrium
Synchytrium succisae,5265738,Synchytrium
Synchytrium taraxaci,5265722,Synchytrium
Synchytrium vaccinii,5468962,Synchytrium
Synnemacrodictys stilboidea,7621968,Synnemacrodictys
Synnemasporella aculeans,10827107,Synnemasporella
Synnematomyces capitatus,2590910,Synnematomyces
Syspastospora parasitica,2565718,Syspastospora
Syzygites megalocarpus,2558544,Syzygites
Syzygospora alba,2518489,Syzygospora
Syzygospora effibulata,2518466,Syzygospora
Syzygospora marasmoidea,2518491,Syzygospora
Syzygospora mycetophila,2518471,Syzygospora
Syzygospora mycophaga,2518485,Syzygospora
Syzygospora pallida,2518493,Syzygospora
Syzygospora tumefaciens,2518495,Syzygospora
Szczawinskia leucopoda,3402713,Szczawinskia
Szczawinskia tsugae,3402714,Szczawinskia
Szczepkamyces campestris,10785926,Szczepkamyces
Taeniolella alta,2618038,Taeniolella
Taeniolella arthoniae,10644893,Taeniolella
Taeniolella breviuscula,2618050,Taeniolella
Taeniolella caespitosa,3528769,Taeniolella
Taeniolella christiansenii,3528787,Taeniolella
Taeniolella cladinicola,3528762,Taeniolella
Taeniolella delicata,2618045,Taeniolella
Taeniolella diploschistis,10804517,Taeniolella
Taeniolella exilis,2618046,Taeniolella
Taeniolella faginea,2618060,Taeniolella
Taeniolella pertusariicola,3528776,Taeniolella
Taeniolella phaeophysciae,2618056,Taeniolella
Taeniolella plantaginis,2618041,Taeniolella
Taeniolella pulvillus,2618034,Taeniolella
Taeniolella punctata,2618057,Taeniolella
Taeniolella robusta,3528794,Taeniolella
Taeniolella rolfii,2618062,Taeniolella
Taeniolella serusiauxii,3528760,Taeniolella
Taeniolella stilbospora,2618052,Taeniolella
Taeniolella stilbosporoides,10670436,Taeniolella
Taeniolella subsessilis,2618063,Taeniolella
Taeniolella thelotrematis,10685422,Taeniolella
Taeniolella toruloides,9814454,Taeniolella
Taeniolella trapeliopseos,3528767,Taeniolella
Taeniolella verrucosa,3528782,Taeniolella
Taeniolina centaurii,2587978,Taeniolina
Taeniolina scripta,2587981,Taeniolina
Taeniospora gracilis,2554179,Taeniospora
Takamatsuella circinata,8004371,Takamatsuella
Talapellis beschiana,11148786,Talapellis
Talaromyces duclauxii,7780819,Talaromyces
Talaromyces flavus,2597897,Talaromyces
Talaromyces funiculosus,7432563,Talaromyces
Talaromyces leycettanus,2598207,Talaromyces
Talaromyces minioluteus,8264013,Talaromyces
Talaromyces palmae,8405669,Talaromyces
Talaromyces piceae,7785309,Talaromyces
Talaromyces pinophilus,8079970,Talaromyces
Talaromyces purpureogenus,8102890,Talaromyces
Talaromyces radicus,7544507,Talaromyces
Talaromyces verruculosus,8155988,Talaromyces
Talaromyces wortmannii,8352810,Talaromyces
Talpapellis beschiana,9974830,Talpapellis
Tapellaria bilimbioides,6017348,Tapellaria
Tapellaria epiphylla,3393918,Tapellaria
Tapellaria leonorae,3393928,Tapellaria
Tapellaria malmei,3393919,Tapellaria
Tapellaria moelleri,2608655,Tapellaria
Tapellaria nana,3393939,Tapellaria
Tapellaria nigrata,3393925,Tapellaria
Tapellaria phyllophila,2608658,Tapellaria
Tapellariopsis octomera,3393732,Tapellariopsis
Tapesia aurata,11211928,Tapesia
Tapesia callunae,5256914,Tapesia
Tapesia cinerella,5256904,Tapesia
Tapesia culcitella,5495462,Tapesia
Tapesia epicladotricha,5495570,Tapesia
Tapesia evilescens,5256900,Tapesia
Tapesia evilescens,8404097,Tapesia
Tapesia fusca,8913644,Tapesia
Tapesia gaillardii,5495432,Tapesia
Tapesia lividofusca,5256910,Tapesia
Tapesia occulta,5495484,Tapesia
Tapesia strobilicola,5256898,Tapesia
Tapesia undulata,5495550,Tapesia
Tapesia villosa,5256915,Tapesia
Tapesina griseovitellina,8211710,Tapesina
Taphridium algeriense,3550521,Taphridium
Taphridium umbelliferarum,2592997,Taphridium
Taphrina acericola,3550447,Taphrina
Taphrina acerina,8218606,Taphrina
Taphrina aceris,2593101,Taphrina
Taphrina aesculi,3550431,Taphrina
Taphrina alni,2593073,Taphrina
Taphrina alpina,3550442,Taphrina
Taphrina americana,2593099,Taphrina
Taphrina athyrii,2593029,Taphrina
Taphrina bergeniae,3550491,Taphrina
Taphrina betulae,2593079,Taphrina
Taphrina betulina,2593105,Taphrina
Taphrina bullata,2593120,Taphrina
Taphrina caerulescens,2593090,Taphrina
Taphrina californica,2593094,Taphrina
Taphrina carnea,2593024,Taphrina
Taphrina carpini,2593114,Taphrina
Taphrina carveri,3550497,Taphrina
Taphrina castanopsidis,3550494,Taphrina
Taphrina cerasi,2593110,Taphrina
Taphrina communis,2593027,Taphrina
Taphrina confusa,7549741,Taphrina
Taphrina coryli,3550438,Taphrina
Taphrina crataegi,2593081,Taphrina
Taphrina deformans,2593065,Taphrina
Taphrina epiphylla,3550454,Taphrina
Taphrina farlowii,2593020,Taphrina
Taphrina faulliana,3550441,Taphrina
Taphrina filicina,2593040,Taphrina
Taphrina flectens,3550450,Taphrina
Taphrina hiratsukae,8421192,Taphrina
Taphrina japonica,2593086,Taphrina
Taphrina johansonii,2593100,Taphrina
Taphrina lapponica,3550488,Taphrina
Taphrina lutescens,3550453,Taphrina
Taphrina macrophylla,2593087,Taphrina
Taphrina nana,2593116,Taphrina
Taphrina occidentalis,3550475,Taphrina
Taphrina ostryae,3550395,Taphrina
Taphrina padi,2593025,Taphrina
Taphrina polyspora,7245431,Taphrina
Taphrina polystichi,2593089,Taphrina
Taphrina populi-salicis,2593070,Taphrina
Taphrina populina,2593033,Taphrina
Taphrina potentillae,2593052,Taphrina
Taphrina pruni,2593060,Taphrina
Taphrina pruni-subcordatae,2593103,Taphrina
Taphrina pseudoplatani,3550492,Taphrina
Taphrina purpurascens,2593084,Taphrina
Taphrina rhizophora,2593109,Taphrina
Taphrina robinsoniana,2593071,Taphrina
Taphrina rostrupiana,2593022,Taphrina
Taphrina sadebeckii,2593030,Taphrina
Taphrina tosquinetii,8077134,Taphrina
Taphrina tosquinetii,2593049,Taphrina
Taphrina ulmi,2593124,Taphrina
Taphrina vestergrenii,2593096,Taphrina
Taphrina virginica,2593098,Taphrina
Taphrina wettsteiniana,2593059,Taphrina
Taphrina wiesneri,2593045,Taphrina
Taphrophila argyllensis,5262015,Taphrophila
Taphrophila cornu-capreoli,5262016,Taphrophila
Taphrophila hebridensis,5262007,Taphrophila
Taphrophila trichella,5262003,Taphrophila
Tapinella atrotomentosa,7693097,Tapinella
Tapinella corrugata,5244291,Tapinella
Tapinella panuoides,5244293,Tapinella
Tarasginia tomareeana,10873815,Tarasginia
Tarasginia whinrayi,10765313,Tarasginia
Tarbertia juncina,3548267,Tarbertia
Tarzetta alpina,10882358,Tarzetta
Tarzetta bronca,3496233,Tarzetta
Tarzetta catinus,2594190,Tarzetta
Tarzetta cupularis,2594185,Tarzetta
Tarzetta cupularis,7791739,Tarzetta
Tarzetta gaillardiana,2594181,Tarzetta
Tarzetta jafneospora,2594207,Tarzetta
Tarzetta pusilla,3496237,Tarzetta
Tarzetta scotica,2594205,Tarzetta
Tarzetta spurcata,2594179,Tarzetta
Tarzetta velata,3496234,Tarzetta
Tasmidella variabilis,6608745,Tasmidella
Tassiloa wetmorei,10708582,Tassiloa
Tatraea dumbirensis,2583085,Tatraea
Tatraea macrospora,2581903,Tatraea
Tectella patellaris,2526823,Tectella
Teichospora ampullacea,3543017,Teichospora
Teichospora brevirostris,2565810,Teichospora
Teichospora comptoniae,3543155,Teichospora
Teichospora ignavis,6020657,Teichospora
Teichospora mariae,9748323,Teichospora
Teichospora megastega,3543056,Teichospora
Teichospora olenjensis,3543202,Teichospora
Teichospora rubriostiolata,9718280,Teichospora
Teichospora trabicola,7253849,Teichospora
Teichosporella lonicerina,3545512,Teichosporella
Telimena bicincta,2569962,Telimena
Telimena canafistulae,10832585,Telimena
Telimena canarii,10698783,Telimena
Telimena insueta,10759442,Telimena
Telimena rhoina,2570034,Telimena
Telimena ulei,10679212,Telimena
Telimenella gangraena,2569951,Telimenella
Telogalla olivieri,3472436,Telogalla
Teloschistes capensis,2609980,Teloschistes
Teloschistes chrysophthalmus,3429410,Teloschistes
Teloschistes exilis,7087600,Teloschistes
Teloschistes fasciculatus,6018440,Teloschistes
Teloschistes flavicans,2609981,Teloschistes
Teloschistes inflatus,3429529,Teloschistes
Teloschistes perrugosus,3429425,Teloschistes
Teloschistes puber,8504932,Teloschistes
Teloschistes pulvinaris,3429470,Teloschistes
Teloschistes sieberianus,3429499,Teloschistes
Teloschistes spinosus,7251594,Teloschistes
Teloschistes velifer,6018437,Teloschistes
Teloschistes xanthoroides,3429555,Teloschistes
Teloschistopsis bonae-spei,7523968,Teloschistopsis
Tephrocybe ambusta,2530808,Tephrocybe
Tephrocybe anthracophila,2530763,Tephrocybe
Tephrocybe atrata,2530818,Tephrocybe
Tephrocybe baeosperma,2530805,Tephrocybe
Tephrocybe cessans,2530774,Tephrocybe
Tephrocybe confusa,2530823,Tephrocybe
Tephrocybe coracina,2530758,Tephrocybe
Tephrocybe ellisii,2530837,Tephrocybe
Tephrocybe ferruginella,2530854,Tephrocybe
Tephrocybe flavobrunnescens,8057004,Tephrocybe
Tephrocybe fuscipes,2530857,Tephrocybe
Tephrocybe fusispora,2530777,Tephrocybe
Tephrocybe impexa,2530859,Tephrocybe
Tephrocybe langei,2530751,Tephrocybe
Tephrocybe mephitica,2530862,Tephrocybe
Tephrocybe misera,7878009,Tephrocybe
Tephrocybe murina,2530786,Tephrocybe
Tephrocybe ochraceobrunnea,7432966,Tephrocybe
Tephrocybe osmophora,2530866,Tephrocybe
Tephrocybe platypus,2530835,Tephrocybe
Tephrocybe putida,2530792,Tephrocybe
Tephrocybe rancida,8993443,Tephrocybe
Tephrocybe raphanolens,8648234,Tephrocybe
Tephrocybe scobis,8400488,Tephrocybe
Tephrocybe sphaerospora,10839049,Tephrocybe
Tephrocybe striipilea,2530799,Tephrocybe
Tephrocybella constrictospora,10877840,Tephrocybella
Tephrocybella griseonigrescens,7348864,Tephrocybella
Tephroderma fuscopallens,7463963,Tephroderma
Tephromela alectoronica,2608615,Tephromela
Tephromela antarctica,3403160,Tephromela
Tephromela atra,9697854,Tephromela
Tephromela atroviolacea,6755267,Tephromela
Tephromela bunyana,2608630,Tephromela
Tephromela campestricola,3403197,Tephromela
Tephromela cerasina,8485239,Tephromela
Tephromela connivens,2608618,Tephromela
Tephromela disjuncta,8316378,Tephromela
Tephromela eatoni,3403157,Tephromela
Tephromela elixii,3403184,Tephromela
Tephromela grumosa,2608622,Tephromela
Tephromela isidiosa,2608631,Tephromela
Tephromela korundensis,2608613,Tephromela
Tephromela lillipillensis,8262656,Tephromela
Tephromela lucifuga,8651964,Tephromela
Tephromela nashii,2608625,Tephromela
Tephromela neobunyana,7454759,Tephromela
Tephromela olivetorica,8051855,Tephromela
Tephromela pacifica,10670713,Tephromela
Tephromela pertusarioides,2608632,Tephromela
Tephromela physodica,2608628,Tephromela
Tephromela rimosula,5953401,Tephromela
Terana caerulea,5244849,Terana
Terana coerulea,5244852,Terana
Teratomyces philonothi,2610745,Teratomyces
Teratosperma singulare,3475669,Teratosperma
Teratosphaeria angophorae,5894574,Teratosphaeria
Teratosphaeria australiensis,5894584,Teratosphaeria
Teratosphaeria corymbiae,5894579,Teratosphaeria
Teratosphaeria delegatensis,10835056,Teratosphaeria
Teratosphaeria dimorpha,3512853,Teratosphaeria
Teratosphaeria eucalypti,5894595,Teratosphaeria
Teratosphaeria lilianiae,5953523,Teratosphaeria
Teratosphaeria mexicana,3512841,Teratosphaeria
Teratosphaeria multiseptata,5894589,Teratosphaeria
Teratosphaeria ovata,3512827,Teratosphaeria
Teratosphaeria syncarpiae,5894581,Teratosphaeria
Terfezia arenaria,2595441,Terfezia
Terfezia boudieri,2595446,Terfezia
Terfezia claveryi,3494941,Terfezia
Terfezia leptoderma,2595445,Terfezia
Terfezia magnusii,3494920,Terfezia
Terfezia olbiensis,9761111,Terfezia
Terfezia pini,7703040,Terfezia
Termitomyces albidus,3347373,Termitomyces
Termitomyces clypeatus,2530598,Termitomyces
Termitomyces eurrhizus,8263562,Termitomyces
Termitomyces fuliginosus,3347384,Termitomyces
Termitomyces intermedius,9772186,Termitomyces
Termitomyces le-testui,7243323,Termitomyces
Termitomyces mammiformis,2530619,Termitomyces
Termitomyces microcarpus,2530625,Termitomyces
Termitomyces reticulatus,3347381,Termitomyces
Termitomyces robustus,2530596,Termitomyces
Termitomyces schimperi,2530611,Termitomyces
Termitomyces striatus,3347354,Termitomyces
Termitomyces titanicus,3347409,Termitomyces
Termitomyces umkowaan,2530613,Termitomyces
Terriera cladophila,2579505,Terriera
Terriera latiascus,2579514,Terriera
Testicularia cyperi,2557280,Testicularia
Tetrachaetum elegans,2590488,Tetrachaetum
Tetracladium apiense,5256831,Tetracladium
Tetracladium bifurcatum,5497320,Tetracladium
Tetracladium breve,5256832,Tetracladium
Tetracladium furcatum,5256828,Tetracladium
Tetracladium marchalianum,8005045,Tetracladium
Tetracladium marchalianum,5256833,Tetracladium
Tetracladium palmatum,5256829,Tetracladium
Tetracladium setigerum,5256830,Tetracladium
Tetracoccosporium aerium,2588111,Tetracoccosporium
Tetragoniomyces uliginosus,2518499,Tetragoniomyces
Tetramelas chloroleucus,3562989,Tetramelas
Tetramelas concinnus,5953249,Tetramelas
Tetramelas coquimbensis,10692589,Tetramelas
Tetramelas geophilus,3564414,Tetramelas
Tetramelas graminicola,3278290,Tetramelas
Tetramelas grimmiae,10718061,Tetramelas
Tetramelas insignis,3432758,Tetramelas
Tetramelas papillatus,3432188,Tetramelas
Tetramelas phaeophysciae,3272304,Tetramelas
Tetramelas poeltii,3278316,Tetramelas
Tetramelas pulverulentus,2609320,Tetramelas
Tetramelas terricola,3278348,Tetramelas
Tetramelas thiopolizus,10846261,Tetramelas
Tetramelas triphragmioides,3300098,Tetramelas
Tetraploa aristata,2615767,Tetraploa
Tetraploa ellisii,2615645,Tetraploa
Tetraploa scheueri,8256856,Tetraploa
Tetraposporium ravenelii,2591151,Tetraposporium
Tetrapyrgos alba,2537475,Tetrapyrgos
Tetrapyrgos longicystidiata,9717155,Tetrapyrgos
Tetrapyrgos nigripes,2537483,Tetrapyrgos
Tetrapyrgos olivaceonigra,2537501,Tetrapyrgos
Tetrapyrgos subdendrophora,2537471,Tetrapyrgos
Teuvoa uxoris,9777219,Teuvoa
Teuvoahtiana altoandina,10775583,Teuvoahtiana
Teuvoahtiana fernandeziana,10781322,Teuvoahtiana
Texosporium sancti-jacobi,7804937,Texosporium
Thallinocarpon nigritellum,6754728,Thallinocarpon
Thalloidima arcticum,10766059,Thalloidima
Thalloidima candidum,3426392,Thalloidima
Thalloidima collematicola,10765261,Thalloidima
Thalloidima ioen,10734398,Thalloidima
Thalloidima leptogii,10682385,Thalloidima
Thalloidima massatum,10832318,Thalloidima
Thalloidima opuntioides,10688503,Thalloidima
Thalloidima physaroides,3426302,Thalloidima
Thalloidima sedifolium,9995225,Thalloidima
Thalloidima subdiffractum,10723773,Thalloidima
Thalloidima tauricum,3275646,Thalloidima
Thalloidima toninianum,3565030,Thalloidima
Thalloloma patulum,10686845,Thalloloma
Thalloloma subvelata,3415908,Thalloloma
Thamnidium elegans,5250642,Thamnidium
Thamnogalla crombiei,2590430,Thamnogalla
Thamnolia papelillo,6017954,Thamnolia
Thamnolia vermicularis,2600378,Thamnolia
Thanatephorus biapiculatus,2555169,Thanatephorus
Thanatephorus brevisporus,2555236,Thanatephorus
Thanatephorus gardneri,3368635,Thanatephorus
Thaptospora atrobrunnea,2588787,Thaptospora
Thaxteriella corynespora,2613909,Thaxteriella
Thaxteriella pezizula,2613767,Thaxteriella
Thaxteriola acarinophila,3567508,Thaxteriola
Thecaphora affinis,8641758,Thecaphora
Thecaphora capensis,7510033,Thecaphora
Thecaphora cuneata,5250072,Thecaphora
Thecaphora deformans,5250070,Thecaphora
Thecaphora maireanae,5467329,Thecaphora
Thecaphora melandrii,5467334,Thecaphora
Thecaphora oxalidis,5250069,Thecaphora
Thecaphora saponariae,5250060,Thecaphora
Thecaphora seminis-convolvuli,8587279,Thecaphora
Thecaphora spilanthis,5467280,Thecaphora
Thecaphora thlaspeos,5250073,Thecaphora
Thecaphora trailii,5250074,Thecaphora
Thecaria quassiicola,10733939,Thecaria
Thecotheus cinereus,2595521,Thecotheus
Thecotheus crustaceus,2595517,Thecotheus
Thecotheus himalayensis,3495543,Thecotheus
Thecotheus holmskjoldii,7854362,Thecotheus
Thecotheus keithii,2595528,Thecotheus
Thecotheus lundqvistii,3495542,Thecotheus
Thecotheus pelletieri,2595525,Thecotheus
Thecotheus rivicola,2595519,Thecotheus
Thecotheus uncinatus,3495549,Thecotheus
Thecotheus urinamans,3495535,Thecotheus
Thedgonia bellocensis,2584100,Thedgonia
Thedgonia ligustrina,2623292,Thedgonia
Thelebolus caninus,8525487,Thelebolus
Thelebolus crustaceus,2580325,Thelebolus
Thelebolus dubius,8109523,Thelebolus
Thelebolus lignicola,3484171,Thelebolus
Thelebolus microsporus,2580342,Thelebolus
Thelebolus nanus,2580335,Thelebolus
Thelebolus polysporus,2580332,Thelebolus
Thelebolus stercoreus,2580341,Thelebolus
Thelenella brasiliensis,3523752,Thelenella
Thelenella cinerascens,2626798,Thelenella
Thelenella fernandeziana,8581547,Thelenella
Thelenella fugiens,2626800,Thelenella
Thelenella geminipara,3523751,Thelenella
Thelenella hassei,2610265,Thelenella
Thelenella kerguelena,3523798,Thelenella
Thelenella larbalestieri,2610266,Thelenella
Thelenella luridella,3523781,Thelenella
Thelenella modesta,2610268,Thelenella
Thelenella muscorum,2610262,Thelenella
Thelenella pertusariella,3523821,Thelenella
Thelenella sordidula,8536722,Thelenella
Thelenella tasmanica,3523828,Thelenella
Thelephora albidobrunnea,2522916,Thelephora
Thelephora anthocephala,2522896,Thelephora
Thelephora arbuscula,2522871,Thelephora
Thelephora atra,2522884,Thelephora
Thelephora atrocitrina,2522913,Thelephora
Thelephora aurantiotincta,2522955,Thelephora
Thelephora caryophyllea,2522918,Thelephora
Thelephora congesta,2522877,Thelephora
Thelephora coniophora,3352998,Thelephora
Thelephora cuticularis,2522895,Thelephora
Thelephora ellisii,10806893,Thelephora
Thelephora ganbajun,2522870,Thelephora
Thelephora griseozonata,2522882,Thelephora
Thelephora intybacea,2522928,Thelephora
Thelephora multipartita,2522872,Thelephora
Thelephora palmata,2522907,Thelephora
Thelephora palmata,8211963,Thelephora
Thelephora penicillata,7391660,Thelephora
Thelephora penicillata,9188141,Thelephora
Thelephora pseudoterrestris,2522911,Thelephora
Thelephora ramarioides,2522931,Thelephora
Thelephora regularis,8118675,Thelephora
Thelephora scissilis,2522873,Thelephora
Thelephora tenuis,2522977,Thelephora
Thelephora terrestris,2522935,Thelephora
Thelephora vialis,2522983,Thelephora
Thelephora wakefieldiae,10801394,Thelephora
Theleporus calcicolor,2540755,Theleporus
Thelidium aethioboloides,8391625,Thelidium
Thelidium antonellianum,7252590,Thelidium
Thelidium auruntii,7252516,Thelidium
Thelidium austroatlanticum,3472804,Thelidium
Thelidium coriicola,7512796,Thelidium
Thelidium decipiens,8560906,Thelidium
Thelidium dionantense,9429031,Thelidium
Thelidium dionantense,5954296,Thelidium
Thelidium fontigenum,3472808,Thelidium
Thelidium fumidum,2596768,Thelidium
Thelidium impressulum,3472776,Thelidium
Thelidium impressum,2596775,Thelidium
Thelidium incavatum,2596748,Thelidium
Thelidium inundatum,3472653,Thelidium
Thelidium methorium,2596759,Thelidium
Thelidium microsporum,3472599,Thelidium
Thelidium minimum,2596769,Thelidium
Thelidium minutulum,8424967,Thelidium
Thelidium papulare,2596750,Thelidium
Thelidium pertusatii,3472835,Thelidium
Thelidium pluvium,3472769,Thelidium
Thelidium pyrenophorum,9061313,Thelidium
Thelidium rehmii,2596772,Thelidium
Thelidium rimosulum,3472634,Thelidium
Thelidium subabsconditum,3472710,Thelidium
Thelidium sublacteum,3472669,Thelidium
Thelidium submethorium,9647348,Thelidium
Thelidium umbrosum,3472753,Thelidium
Thelidium velutinum,10669333,Thelidium
Thelidium zwackhii,2596744,Thelidium
Thelignya lignyota,3477021,Thelignya
Thelocarpon citrum,3439330,Thelocarpon
Thelocarpon coccosporum,2577740,Thelocarpon
Thelocarpon depressellum,8126804,Thelocarpon
Thelocarpon epibolum,2577725,Thelocarpon
Thelocarpon impressellum,3439366,Thelocarpon
Thelocarpon intermediellum,2577738,Thelocarpon
Thelocarpon laureri,8165346,Thelocarpon
Thelocarpon lichenicola,2577728,Thelocarpon
Thelocarpon magnussonii,2577741,Thelocarpon
Thelocarpon olivaceum,2577733,Thelocarpon
Thelocarpon opertum,3439350,Thelocarpon
Thelocarpon pallidum,2577727,Thelocarpon
Thelocarpon robustum,3439349,Thelocarpon
Thelocarpon saxicola,3439377,Thelocarpon
Thelocarpon sphaerosporum,3439373,Thelocarpon
Thelocarpon strasseri,3439369,Thelocarpon
Thelocarpon superellum,2577732,Thelocarpon
Thelochroa montinii,2586948,Pyrenocarpon
Thelomma brunneum,10740848,Thelomma
Thelomma californicum,2609592,Thelomma
Thelomma mammosum,3433475,Thelomma
Thelomma santessonii,2609587,Thelomma
Thelonectria coronata,8361162,Thelonectria
Thelonectria discophora,8123989,Thelonectria
Thelonectria mammoidea,7496613,Thelonectria
Thelonectria pinea,8029743,Thelonectria
Thelonectria rubi,7520069,Thelonectria
Thelonectria veuillotiana,7833725,Thelonectria
Thelopsis flaveola,3414510,Thelopsis
Thelopsis inordinata,3414515,Thelopsis
Thelopsis isiaca,2603157,Thelopsis
Thelopsis melathelia,2603159,Thelopsis
Thelopsis rubella,2603158,Thelopsis
Thelotrema adjectum,2601698,Thelotrema
Thelotrema berkeleyanum,2602373,Thelotrema
Thelotrema bicuspidatum,2601939,Thelotrema
Thelotrema colobicum,2602400,Thelotrema
Thelotrema defectum,8546917,Thelotrema
Thelotrema defectum,2602425,Thelotrema
Thelotrema defossum,2601704,Thelotrema
Thelotrema elmeri,2602544,Thelotrema
Thelotrema eungellaense,2601731,Thelotrema
Thelotrema euphorbiae,3415589,Thelotrema
Thelotrema gallowayanum,2601691,Thelotrema
Thelotrema gomezianum,9756332,Thelotrema
Thelotrema harmandii,2602427,Thelotrema
Thelotrema hnatiukii,6755049,Thelotrema
Thelotrema lacteum,2601706,Thelotrema
Thelotrema lepadinum,2601714,Thelotrema
Thelotrema macrosporum,2602561,Thelotrema
Thelotrema monospermum,2602374,Thelotrema
Thelotrema monosporum,2601720,Thelotrema
Thelotrema polythecium,2601738,Thelotrema
Thelotrema porinoides,2601688,Thelotrema
Thelotrema profundum,2602007,Thelotrema
Thelotrema pseudosubtile,2601699,Thelotrema
Thelotrema ravenelii,3415438,Thelotrema
Thelotrema rockii,2602562,Thelotrema
Thelotrema similans,2602454,Thelotrema
Thelotrema subweberi,2602468,Thelotrema
Thelotrema suecicum,2601693,Thelotrema
Thelotrema thesaurum,2601703,Thelotrema
Thelotrema weberi,2602472,Thelotrema
Thermoascus aurantiacus,2598392,Thermoascus
Thermoascus crustaceus,2598383,Thermoascus
Thermomyces lanuginosus,2598340,Thermomyces
Thermomyces stellatus,2598346,Thermomyces
Thermomyces thermophilus,7542049,Thermomyces
Thermothielavioides terrestris,10892796,Thermothielavioides
Thermutis velutina,2587076,Thermutis
Therrya eucalypti,3482105,Therrya
Therrya fuckelii,2579465,Therrya
Therrya pini,3482101,Therrya
Thielavia wareingii,2573510,Thielavia
Tholurna dissimilis,2608951,Tholurna
Thozetella boonjiensis,3464348,Thozetella
Thozetella cristata,2565224,Thozetella
Thozetella cubensis,2565225,Thozetella
Thozetella havanensis,2565229,Thozetella
Thrombium aoristum,2610230,Thrombium
Thrombium deschatresii,3519781,Thrombium
Thrombium halophiloides,3519796,Thrombium
Thuemenella cubispora,2577262,Thuemenella
Thujacorticium mirabile,2532980,Thujacorticium
Thujacorticium zurhausenii,3341635,Thujacorticium
Thyrea confusa,2586957,Thyrea
Thyrea girardii,3477039,Thyrea
Thyrea hondana,3477057,Thyrea
Thyrea latissima,3477037,Thyrea
Thyrea lingulata,8602559,Thyrea
Thyrea plectospora,3477078,Thyrea
Thyridaria macrostomoides,2626148,Thyridaria
Thyridaria maculans,3525904,Thyridaria
Thyridaria triseptata,3525930,Thyridaria
Thyridaria verrucosa,3525923,Thyridaria
Thyridium lividum,9979346,Thyridium
Thyridium vestitum,5253539,Thyridium
Thyriopsis halepensis,2620116,Thyriopsis
Thyriostroma nudipes,3308154,Thyriostroma
Thyronectria aquifolii,8194818,Thyronectria
Thyronectria balsamea,3443616,Thyronectria
Thyronectria berolinensis,3443611,Thyronectria
Thyronectria coryli,8271493,Thyronectria
Thyronectria cucurbitula,7597285,Thyronectria
Thyronectria denigrata,3443635,Thyronectria
Thyronectria ilicicola,8059935,Thyronectria
Thyronectria lamyi,3443608,Thyronectria
Thyronectria pinicola,7569505,Thyronectria
Thyronectria rubicarpa,7765512,Thyronectria
Thyronectria sinopica,7624976,Thyronectria
Thyronectria yuccae,9704133,Thyronectria
Thyronectroidea chrysogramma,2568735,Thyronectroidea
Thyrostroma compactum,2611699,Thyrostroma
Thyrostromella myriana,4909645,Thyrostromella
Thysanothecium casuarinarum,7246731,Thysanothecium
Thysanothecium hookeri,2607729,Thysanothecium
Thysanothecium nipponicum,,Thysanothecium
Thysanothecium scutellatum,2607731,Thysanothecium
Thysanothecium sorediatum,2607728,Thysanothecium
Tiarosporella paludosa,2584109,Tiarosporella
Tibellia dimerelloides,3396018,Tibellia
Tichothecium gemmiferum,2626310,Tichothecium
Tilachlidium brachiatum,2562135,Tilachlidium
Tilachlidium subulatum,2562134,Tilachlidium
Tilletia airae-caespitosae,3372166,Tilletia
Tilletia anthoxanthi,2513412,Tilletia
Tilletia brachypodii-mexicani,2513471,Tilletia
Tilletia brefeldii,2513372,Tilletia
